損得	そんとく	việc lỗ lãi, được mất	TỔN ĐẮC	1	97
損失	そんしつ	tổn thất, thiệt hại	TỔN THẤT	1	98
使い捨て	つかいすて	dùng một lần rồi bỏ	SỬ XẢ	1	99
周辺	しゅうへん	xung quanh	CHU BIÊN	1	100
株	かぶ	cổ phiếu, cổ phần; gốc (cây, rau củ)	CHU	1	101
賞味期限	しょうみきげん	hạn sử dụng	THƯỞNG VỊ KỲ HẠN	1	102
保護者	ほごしゃ	người giám hộ	BẢO HỘ GIẢ	1	103
当日	とうじつ	ngày đó, ngày hôm đó	ĐƯƠNG NHẬT	1	104
役割	やくわり	vai trò	DỊCH CÁT	1	105
講師	こうし	giảng viên	GIẢNG SƯ	1	106
極端	きょくたん	cực đoan, quá mức	CỰC ĐOAN	1	107
世の中	よのなか	thế gian, xã hội	THẾ TRUNG	1	108
豊富	ほうふ	phong phú, dồi dào	PHONG PHÚ	1	109
垂直	すいちょく	thẳng đứng, vuông góc	THÙY TRỰC	1	110
一色	いっしょく	một màu; toàn là, chỉ toàn là ~	NHẤT SẮC	1	111
プレッシャー		áp lực	pressure	1	112
バランス		sự cân bằng	balance	1	113
ダメージ		thiệt hại, hư hại	damage	1	114
原稿	げんこう	bản thảo	NGUYÊN CẢO	1	115
鮮明	せんめい	rõ ràng, sắc nét	TIÊN MINH	1	116
順調	じゅんちょう	thuận lợi	THUẬN ĐIỀU	1	117
等しい	ひとしい	bằng nhau, giống nhau	ĐẲNG	1	118
真新しい	まあたらしい	mới toanh, hoàn toàn mới	CHÂN TÂN	1	119
喧しい	やかましい	ồn ào, ầm ĩ, phiền hà	HUYÊN	1	120
ありがたい		biết ơn, cảm kích		1	121
貴重	きちょう	quý giá	QUÝ TRỌNG	1	122
貧乏	びんぼう	sự nghèo khổ	BẦN PHẠP	1	123
貧困	ひんこん	nghèo đói, túng thiếu	BẦN KHỐN	1	124
密接	みっせつ	mật thiết, gần gũi	MẬT TIẾP	1	125
あいまい		mơ hồ, không rõ ràng		1	126
至急	しきゅう	hỏa tốc, ngay lập tức	CHÍ CẤP	1	127
伴う	ともなう	đi cùng, cùng với, kèm theo, kéo theo	BẠN	1	128
切り捨てる	きりすてる	cắt bỏ, vứt bỏ; làm tròn xuống (số)	THIẾT XẢ	1	129
投げ捨てる	なげすてる	ném đi, vứt đi	ĐẦU XẢ	1	130
担う	になう	gánh vác (vai trò, trách nhiệm)	ĐẢM	1	131
担ぐ	かつぐ	khiêng, vác; tin vào	ĐẢM	1	132
引き受ける	ひきうける	nhận làm, đảm nhận	DẪN THỤ	1	133
耐える	たえる	chịu đựng, nhẫn nại	NẠI	1	134
漏らす	もらす	làm rò rỉ, làm lộ ra (nước, thông tin, bí mật,...);	LẬU	1	135
恵まれる	めぐまれる	được ban cho, được trời phú cho, may mắn có được	HUỆ	1	136
逆らう	さからう	phản đối, không tuân theo, ngược	NGHỊCH	1	137
努める	つとめる	nỗ lực, cố gắng	NỖ	1	138
責める	せめる	trách móc, khiển trách, đổ lỗi	TRÁCH	1	139
果たす	はたす	hoàn thành, thực hiện (nghĩa vụ, trách nhiệm,...)	QUẢ	1	140
敗れる	やぶれる	bị thua, bại trận	BẠI	1	141
備える	そなえる	chuẩn bị, trang bị/ có	BỊ	1	142
略す	りゃくす	lược bỏ, rút gọn	LƯỢC	1	143
属する	ぞくする	thuộc về	CHÚC	1	144
散らかる	ちらかる	bừa bộn, lung tung, lộn xộn	TÁN	1	145
もてなす		chiêu đãi, tiếp đãi		1	146
賃貸	ちんたい	cho thuê	NHẪM THẢI	1	147
貿易	ぼうえき	thương mại, mậu dịch	MẬU DỊCH	1	148
受賞	じゅしょう	nhận giải thưởng, được trao thưởng	THỤ THƯỞNG	1	149
鑑賞	かんしょう	thưởng thức	GIÁM THƯỞNG	1	150
損害	そんがい	thiệt hại, hư hại	TỔN HẠI	1	151
担任	たんにん	giáo viên chủ nhiệm	ĐAM NHIỆM	1	152
拍手	はくしゅ	tràng pháo tay	PHÁCH THỦ	1	153
撮影	さつえい	quay phim, chụp ảnh	TOÁT ẢNH	1	154
保証	ほしょう	bảo hành, đảm bảo	BẢO CHỨNG	1	155
同意	どうい	đồng ý	ĐỒNG Ý	1	156
変更	へんこう	thay đổi	BIẾN CANH	1	157
返品	へんぴん	trả hàng	PHẢN PHẨM	1	158
圧勝	あっしょう	thắng áp đảo	ÁP THẮNG	1	159
接続	せつぞく	kết nối	TIẾP TỤC	1	160
逃亡	とうぼう	bỏ trốn, chạy trốn	ĐÀO VONG	1	161
要求	ようきゅう	yêu cầu	YẾU CẦU	1	162
登録	とうろく	đăng ký	ĐĂNG LỤC	1	163
尊重	そんちょう	tôn trọng	TÔN TRỌNG	1	164
出世	しゅっせ	thăng tiến	XUẤT THẾ	1	165
討論	とうろん	thảo luận, tranh luận	THẢO LUẬN	1	166
栽培	さいばい	trồng trọt, canh tác	TÀI BỒI	1	167
相違	そうい	sự khác biệt, khác nhau	TƯƠNG VI	1	168
解消	かいしょう	xóa bỏ, giải quyết	GIẢI TIÊU	1	169
〜賞	〜しょう	giải thưởng, thưởng cho một thành tích nào đó	THƯỞNG	1	170
貴〜	き〜	quý ~	QUÝ	1	171
〜賃	〜ちん	phí, tiền phải trả	NHẪM	1	172
〜代	〜だい	phí, chi phí	ĐẠI	1	173
〜費	〜ひ	phí, chi phí	PHÍ	1	174
〜料	〜りょう	phí, chi phí	LIỆU	1	175
技	わざ	kỹ năng, kỹ thuật	KỸ	1	176
特技	とくぎ	sở trường, kỹ năng đặc biệt, tài lẻ	ĐẶC KỸ	1	177
名演技	めいえんぎ	màn diễn xuất tuyệt vời, màn trình diễn xuất sắc	DANH DIỄN KỸ	1	178
競技場	きょうぎじょう	sân thi đấu, sân vận động	CẠNH KỸ TRƯỜNG	1	179
抗体	こうたい	kháng thể	KHÁNG THỂ	1	180
対抗心	たいこうしん	tinh thần cạnh tranh, tâm lý ganh đua	ĐỐI KHÁNG TÂM	1	181
色彩	しきさい	màu sắc, sắc thái	SẮC THẢI	1	182
乳製品	にゅうせいひん	sản phẩm từ sữa	NHŨ CHẾ PHẨM	1	183
礼	れい	lời cảm ơn, quà cảm ơn, cúi chào	LỄ	1	184
総選挙	そうせんきょ	tổng tuyển cử	TỔNG TUYỂN CỬ	1	185
天候	てんこう	thời tiết	THIÊN HẬU	1	186
講座	こうざ	khóa học, lớp học	GIẢNG TỌA	1	187
金額	きんがく	số tiền, khoản tiền	KIM NGẠCH	1	188
性別	せいべつ	giới tính	TÍNH BIỆT	1	189
植物	しょくぶつ	thực vật	THỰC VẬT	1	190
有無	うむ	có hay không	HỮU VÔ	1	191
国籍	こくせき	quốc tịch	QUỐC TỊCH	1	192
一律	いちりつ	đồng loạt, đồng đều, không phân biệt	NHẤT LUẬT	1	193
品質	ひんしつ	chất lượng	PHẨM CHẤT	1	194
素材	そざい	nguyên liệu, chất liệu	TỐ TÀI	1	195
食材	しょくざい	nguyên liệu nấu ăn	THỰC TÀI	1	196
本音	ほんね	lời nói thật lòng, suy nghĩ thật sự	BẢN ÂM	1	197
暴力	ぼうりょく	bạo lực	BẠO LỰC	1	198
規律	きりつ	quy tắc; kỷ luật, quy luật	QUY LUẬT	1	199
題名	だいめい	tựa đề, tiêu đề	ĐỀ DANH	1	200
コンプレックス		tự ti, mặc cảm	complex	1	201
多彩	たさい	đa dạng, nhiều màu sắc, phong phú	ĐA THẢI	1	202
乱暴	らんぼう	thô bạo, hung dữ, bạo lực	LOẠN BẠO	1	203
慎重	しんちょう	cẩn thận, cẩn trọng	THẬN TRỌNG	1	204
公平	こうへい	công bằng	CÔNG BÌNH	1	205
器用	きよう	khéo léo, khéo tay	KHÍ DỤNG	1	206
過剰	かじょう	quá mức, dư thừa	QUÁ THẶNG	1	207
無力	むりょく	bất lực, không có sức lực, không có khả năng	VÔ LỰC	1	208
拒む	こばむ	từ chối, khước từ	CỰ	1	209
言い換える	いいかえる	nói cách khác, diễn đạt lại	NGÔN HOÁN	1	210
乱す	みだす	làm xáo trộn, làm rối loạn, phá vỡ trật tự	LOẠN	1	211
乱れる	みだれる	bị rối loạn, bị xáo trộn	LOẠN	1	212
撃つ	うつ	bắn	KÍCH	1	213
整う	ととのう	đã sẵn sàng, được chuẩn bị	CHỈNH	1	214
おだてる		tâng bốc, xu nịnh		1	215
偏る	かたよる	lệch về một phía, không cân bằng	THIÊN	1	216
呼び止める	よびとめる	gọi lại, gọi để dừng lại	HÔ CHỈ	1	217
張り切る	はりきる	hăng hái, hết mình, nhiệt tình	TRƯƠNG THIẾT	1	218
競技	きょうぎ	thi đấu, trận đấu thể thao	CẠNH KỸ	1	219
反抗	はんこう	chống đối, phản kháng, chống lại	PHẢN KHÁNG	1	220
対抗	たいこう	đối đầu, cạnh tranh	ĐỐI KHÁNG	1	221
抵抗	ていこう	đề kháng, kháng cự	ĐỀ KHÁNG	1	222
拝見	はいけん	xem, nhìn (khiêm nhường của 見る)	BÁI KIẾN	1	223
拡充	かくじゅう	mở rộng và tăng cường	KHUẾCH SUNG	1	224
拡張	かくちょう	mở rộng	KHUẾCH TRƯƠNG	1	225
拒否	きょひ	từ chối	CỰ PHỦ	1	226
逮捕	たいほ	bắt giữ, bắt (ai đó)	ĐÃI BỘ	1	227
換気	かんき	thông gió, lưu thông không khí	HOÁN KHÍ	1	228
交換	こうかん	trao đổi	GIAO HOÁN	1	229
転換	てんかん	chuyển đổi, thay đổi	CHUYỂN HOÁN	1	230
変換	へんかん	chuyển đổi, thay đổi (dữ liệu, ký tự)	BIẾN HOÁN	1	231
換算	かんさん	chuyển đổi (đơn vị, tiền tệ)	HOÁN TOÁN	1	232
声援	せいえん	cổ vũ, reo hò động viên	THANH VIỆN	1	233
支援	しえん	hỗ trợ, giúp đỡ, viện trợ	CHI VIỆN	1	234
援助	えんじょ	viện trợ, hỗ trợ, giúp đỡ	VIỆN TRỢ	1	235
採集	さいしゅう	thu thập, sưu tầm (mẫu vật, côn trùng...)	THẢI TẬP	1	236
採用	さいよう	tuyển dụng (người); chấp nhận và áp dụng (ý kiến, phương pháp)	THẢI DỤNG	1	237
仮採用	かりさいよう	tuyển dụng thử việc	GIẢ THẢI DỤNG	1	238
混乱	こんらん	hỗn độn, hỗn loạn, lộn xộn	HỖN LOẠN	1	239
攻撃	こうげき	tấn công, công kích	CÔNG KÍCH	1	240
選挙	せんきょ	bầu cử	TUYỂN CỬ	1	241
工夫	くふう	sáng tạo, khéo léo, cải tiến	CÔNG PHU	1	242
開発	かいはつ	phát triển	KHAI PHÁT	1	243
指導	しどう	hướng dẫn, chỉ đạo, dạy bảo	CHỈ ĐẠO	1	244
調理	ちょうり	nấu ăn, chế biến (thực phẩm)	ĐIỀU LÝ	1	245
捜査	そうさ	điều tra	SƯU TRA	1	246
注目	ちゅうもく	chú ý, quan tâm đặc biệt	CHÚ MỤC	1	247
着用	ちゃくよう	đeo, mặc	TRỨ DỤNG	1	248
消除	しょうじょ	loại bỏ, xóa bỏ	TIÊU TRỪ	1	249
導入	どうにゅう	đưa vào, áp dụng	ĐẠO NHẬP	1	250
交渉	こうしょう	thương lượng, đàm phán	GIAO THIỆP	1	251
決意	けつい	quyết tâm	QUYẾT Ý	1	252
逃避	とうひ	trốn tránh, lẩn tránh	ĐÀO TỊ	1	253
左右	さゆう	trái phải/ ảnh hưởng, chi phối	TẢ HỮU	1	254
改めて	あらためて	một lần nữa, lại	CẢI	1	255
徐々	じょじょ	dần dần, từ từ	TỪ	1	256
くるくる		xoay vòng vòng, cuộn tròn liên tục		1	257
細々と	ほそぼそと	nhỏ lẻ, cầm chừng	TẾ	1	258
細々と	こまごまと	lặt vặt, vụn vặt	TẾ	1	259
丘	おか	Đồi, gò đất	KHÂU	2	260
兵士	へいし	Binh sĩ, người lính	BINH SĨ	2	261
兵器	へいき	Vũ khí	BINH KHÍ	2	262
浜	はま	Bãi biển, bờ biển	BÃI	2	263
沖	おき	Khơi, ngoài khơi	TRÙNG	2	264
河川	かせん	Sông ngòi	HÀ XUYÊN	2	265
沼	ぬま	Đầm lầy	CHIỂU	2	266
沼地	ぬまち	Vùng đầm lầy	CHIỂU ĐỊA	2	267
溶岩	ようがん	Dung nham	DUNG NHAM	2	268
汁	しる	Nước cốt, nước súp	TRẤP	2	269
漁業	ぎょぎょう	Ngành ngư nghiệp, nghề cá	NGƯ NGHIỆP	2	270
漁師	りょうし	Ngư dân	NGƯ SƯ	2	271
渡り鳥	わたりどり	Chim di cư	ĐỘ ĐIỂU	2	272
湿気	しっけ	Hơi ẩm	THẤP KHÍ	2	273
湿度	しつど	Độ ẩm	THẤP ĐỘ	2	274
苦痛	くつう	Đau đớn, nỗi khổ	KHỔ THỐNG	2	275
一流	いちりゅう	Hàng đầu, đứng đầu, cao cấp nhất	NHẤT LƯU	2	276
夜景	やけい	Cảnh đêm	DẠ CẢNH	2	277
熱中症	ねっちゅうしょう	Say nắng	NHIỆT TRUNG CHỨNG	2	278
進路	しんろ	Con đường, hướng đi	TIẾN LỘ	2	279
家計	かけい	Tài chính gia đình	GIA KÊ	2	280
釘	くぎ	Cái đinh	ĐINH	2	281
タイミング		Thời điểm	timing	2	282
物体	ぶったい	Vật thể	VẬT THỂ	2	283
テクニック		Kỹ thuật	technique	2	284
フラッシュ		Đèn flash; chỉ 1 khoảng thời gian ngắn	flash	2	285
憧れ	あこがれ	Mơ ước, khát khao, ao ước	SUNG	2	286
多難	たなん	Nhiều khó khăn, trắc trở	ĐA NẠN	2	287
マイペース		theo nhịp độ/ phương thức cá nhân	my pace	2	288
アポイントメント		Cuộc hẹn	appointment	2	289
活気	かっき	Sôi động, tràn đầy sức sống	HOẠT KHÍ	2	290
バイキング		Buffet (ăn tự chọn)	Viking	2	291
実地	じっち	Thực địa; thực tế	THỰC ĐỊA	2	292
ツアー		Tour du lịch, chuyến tham quan	tour	2	293
レギュラー		đều đặn, thường xuyên, thông thường	regular	2	294
ハード		khó khăn, khắc nghiệt	hard	2	295
スタンプ		Con dấu, tem, sticker	stamp	2	296
セールス		Bán hàng, tiếp thị	sales	2	297
ゼミ		Lớp chuyên đề, nhóm nghiên cứu nhỏ	(thường là nhóm nhỏ sinh viên dưới sự hướng dẫn của một giáo sư ở trường đại học)	2	298
ターゲット		Mục tiêu, đối tượng nhắm đến	target	2	299
タイマー		Đồng hồ hẹn giờ	timer	2	300
清い	きよい	Trong sạch, tinh khiết, trong lành	THANH	2	301
たくましい		Vạm vỡ, mạnh mẽ, kiên cường; sức sống tràn đầy, đầy nhiệt huyết		2	302
輝かしい	かがやかしい	Rực rỡ, chói sáng, huy hoàng	HUY	2	303
清潔	せいけつ	Sạch sẽ, thanh khiết	THANH KHIẾT	2	304
微か	かすか	Rất nhỏ, mờ nhạt; mỏng manh, yếu ớt, chật vật	VI	2	305
気軽	きがる	Thoải mái, dễ dàng, dễ chịu	KHÍ KHINH	2	306
溶ける	とける	Tan ra, tan chảy	DUNG	2	307
溶け込む	とけこむ	Hòa nhập, hòa tan vào	DUNG NHẬP	2	308
沈む	しずむ	Chìm, lặn, bị lún xuống	TRẦM	2	309
浮かべる	うかべる	Làm nổi; biểu lộ; gợi nhớ, nhớ lại	PHÙ	2	310
浮かぶ	うかぶ	Nổi; xuất hiện, hiện lên	PHÙ	2	311
思い浮かぶ	おもいうかぶ	Nhớ ra, nghĩ tới	TƯ PHÙ	2	312
見渡す	みわたす	Nhìn bao quát, nhìn quanh	KIẾN ĐỘ	2	313
湿る	しめる	Bị ẩm, ẩm ướt	THẤP	2	314
眺める	ながめる	Ngắm nhìn	THIẾU	2	315
支える	ささえる	Đỡ, chống đỡ; giữ, duy trì; hỗ trợ, giúp đỡ	CHI	2	316
問い合わせる	といあわせる	Hỏi đáp, tư vấn	VẤN HỢP	2	317
得る	える	Đạt được, nhận được, có được	ĐẮC	2	318
縮む	ちぢむ	Bị co lại, thu nhỏ lại, rút ngắn	SÚC	2	319
改訂	かいてい	Sửa đổi, chỉnh sửa	CẢI ĐÍNH	2	320
決定	けってい	Quyết định	QUYẾT ĐỊNH	2	321
点検	てんけん	Kiểm tra	ĐIỂM KIỂM	2	322
中継	ちゅうけい	Phát sóng trực tiếp, truyền hình trực tiếp	TRUNG KẾ	2	323
保存	ほぞん	Bảo quản	BẢO TỒN	2	324
直行	ちょっこう	Đi thẳng, không dừng lại	TRỰC HÀNH	2	325
限定	げんてい	Giới hạn, hạn chế	HẠN ĐỊNH	2	326
合図	あいず	Ám hiệu, tín hiệu	HỢP ĐỒ	2	327
清掃	せいそう	Dọn dẹp, vệ sinh	THANH TẢO	2	328
清算	せいさん	Thanh toán, thanh lý	THANH TOÁN	2	329
退屈	たいくつ	Chán, nhàm chán, buồn tẻ	THOÁI KHUẤT	2	330
監督	かんとく	Giám sát; đạo diễn, huấn luyện viên	GIÁM ĐỐC	2	331
同情	どうじょう	cảm thông, đồng cảm	ĐỒNG TÌNH	2	332
アレンジ		Sắp xếp, tổ chức; chỉnh sửa, phối khí lại	arrange	2	333
アピール		Kêu gọi, thu hút sự chú ý, gây ấn tượng	appeal	2	334
チェンジ		Đổi, thay đổi	change	2	335
スリップ		Trượt, sự trượt chân, trượt ngã	slip	2	336
未だに	いまだに	Vẫn chưa, cho đến bây giờ vẫn ...	VỊ	2	337
続々と	ぞくぞくと	liên tục	TỤC	2	338
にっこり		Cười mỉm, cười tươi		2	339
いらいら		Nóng ruột, khó chịu		2	340
遅くとも	おそくとも	Muộn nhất là ~, trễ nhất là ~	TRÌ	2	341
予め	あらかじめ	Trước, chuẩn bị trước	DỰ	2	342
栄養	えいよう	Dinh dưỡng	VINH DƯỠNG	2	343
条件	じょうけん	Điều kiện	ĐIỀU KIỆN	2	344
悪条件	あくじょうけん	Điều kiện xấu, hoàn cảnh bất lợi	ÁC ĐIỀU KIỆN	2	345
杉	すぎ	Cây liễu sam	SAM	2	346
柄	がら	phẩm vị, tính cách; họa tiết, hoa văn	BÍNH	2	347
人柄	ひとがら	Tính cách, phẩm hạnh	NHÂN BÍNH	2	348
棒	ぼう	Cây gậy	BỔNG	2	349
材質	ざいしつ	Chất liệu, tính chất	TÀI CHẤT	2	350
柱	はしら	Cột, trụ	TRỤ	2	351
模様	もよう	Hoa văn, họa tiết;tình hình, trạng thái (diễn biến, tiến triển)	MÔ DẠNG	2	352
歩道橋	ほどうきょう	Cầu vượt dành cho người đi bộ	BỘ ĐẠO KIỀU	2	353
南極	なんきょく	Nam Cực	NAM CỰC	2	354
核心	かくしん	Trọng tâm, cốt lõi	HẠCH TÂM	2	355
景気	けいき	Tình hình kinh tế	CẢNH KHÍ	2	356
病状	びょうじょう	Triệu chứng, tình trạng bệnh	BỆNH TRẠNG	2	357
体格	たいかく	Thân hình, vóc dáng	THỂ CÁCH	2	358
視野	しや	Tầm ngắm, tầm nhìn	THỊ DÃ	2	359
格好	かっこう	Dáng vẻ, vẻ ngoài, cách ăn mặc	CÁCH HẢO	2	360
一気に	いっき	Một hơi, liền một mạch	NHẤT KHÍ	2	361
外見	がいけん	Bề ngoài, vẻ ngoài, diện mạo	NGOẠI KIẾN	2	362
ライバル		Đối thủ, người cạnh tranh	rival	2	363
ライフスタイル		Phong cách sống, lối sống	lifestyle	2	364
ギャップ		khoảng cách; chênh lệch, sự khác biệt	gap	2	365
規則	きそく	Quy định, quy tắc	QUY TẮC	2	366
代理	だいり	Đại diện	ĐẠI LÍ	2	367
複数	ふくすう	Nhiều, số nhiều	PHỨC SỐ	2	368
不景気	ふけいき	Suy thoái kinh tế, làm ăn ế ẩm; (gương mặt) ủ rũ	BẤT CẢNH KHÍ	2	369
ソフト		Phần mềm; mềm mại, nhẹ nhàng, soft		2	370
多大	ただい	To lớn, rất nhiều	ĐA ĐẠI	2	371
幼い	おさない	Non nớt, bé, ngây thơ	ẤU	2	372
痛ましい	いたましい	Đau lòng, thương tâm	THỐNG	2	373
緩い	ゆるい	Lỏng, rộng; độ nghiêng nhẹ, (dốc) nhẹ, thoai thoải	HOÃN	2	374
まれ		Hiếm khi, hiếm có		2	375
消極的	しょうきょくてき	Tiêu cực	TIÊU CỰC ĐÍCH	2	376
積極的	せっきょくてき	Tích cực	TÍCH CỰC ĐÍCH	2	377
なだらか		Thoai thoải		2	378
枯れる	かれる	Bị héo, bị tàn	KHÔ	2	379
枯らす	からす	Làm héo	KHÔ	2	380
目指す	めざす	Nhắm tới, hướng tới (mục tiêu lớn)	MỤC CHỈ	2	381
尽きない	つきない	Không dứt, không hết	TẪN	2	382
面する	めんする	Hướng ra, giáp mặt, đối diện	DIỆN	2	383
関わり合う	かかわりあう	Có liên hệ với nhau, liên quan qua lại	QUAN HỢP	2	384
