牛乳	ぎゅうにゅう	sữa bò	1	135
乳製品	にゅうせいひん	sản phẩm từ sữa	1	136
礼	れい	lễ nghi, sự cảm ơn, chào hỏi	1	137
礼儀正しい	れいぎただしい	lễ phép, lịch sự, đúng mực	1	138
乱す	みだす	làm rối loạn, phá vỡ trật tự	1	139
乱れる	みだれる	bị rối loạn, bị xáo trộn	1	140
混乱	こんらん	hỗn loạn, rối rắm	1	141
乱暴	らんぼう	thô bạo, bạo lực, thiếu lễ độ	1	142
撃つ	うつ	bắn, đánh	1	143
攻撃	こうげき	tấn công, công kích	1	144
挙げる	あげる	nêu ra, giơ lên, tổ chức	1	145
選挙	せんきょ	cuộc bầu cử	1	146
丘	おか	đồi, gò đất	2	147
兵士	へいし	binh sĩ, người lính	2	148
兵器	へいき	vũ khí	2	149
浜	はま	bãi biển, bờ biển	2	150
横浜	よこはま	Yokohama	2	151
沖	おき	khơi, ngoài khơi	2	152
沖縄	おきなわ	Okinawa	2	153
河川	かせん	sông ngòi	2	154
沼	ぬま	đầm lầy	2	155
沼地	ぬまち	vùng đầm lầy	2	156
状況	じょうきょう	tình hình, hoàn cảnh	2	157
浴びる	あびる	tắm	2	158
浴衣	ゆかた	yukata (tên 1 trang phục truyền thống)	2	159
溶ける	とける	tan ra	2	160
溶け込む	とけこむ	hòa nhập, hòa tan vào	2	161
溶岩	ようがん	dung nham	2	162
汁	しる	nước súp, nước cốt	2	163
みそ汁	みそしる	canh miso	2	164
沈む	しずむ	chìm, lặn	2	165
浮かべる	うかべる	thả trôi, làm nổi, biểu lộ	2	166
浮かぶ	うかぶ	nổi, hiện lên	2	167
思い浮かぶ	おもいうかぶ	nhớ ra, nghĩ đến	2	168
泥	どろ	bùn	2	169
津波	つなみ	sóng thần	2	170
興味津々	きょうみしんしん	vô cùng quan tâm, hứng thú	2	171
漁業	ぎょぎょう	ngành ngư nghiệp	2	172
漁師	りょうし	ngư dân, người đánh cá	2	173
ハロン湾	はろんわん	vịnh Hạ Long	2	174
渡る	わたる	băng qua, đi qua	2	175
渡す	わたす	trao, đưa	2	176
見渡す	みわたす	nhìn bao quát, nhìn quanh	2	177
渡り鳥	わたりどり	chim di trú	2	178
湿る	しめる	ẩm, bị ướt	2	179
湿気	しっけ	hơi ẩm, độ ẩm	2	180
湿度	しつど	độ ẩm không khí	2	181
渇く	かわく	khát nước	2	182
清い	きよい	trong sạch, thuần khiết	2	183
清掃	せいそう	dọn dẹp/ vệ sinh sạch sẽ	2	184
清算	せいさん	thanh toán, thanh lý	2	185
清潔	せいけつ	sạch sẽ, thanh khiết	2	186
起床	きしょう	thức dậy	2	187
栄養	えいよう	dinh dưỡng	2	188
栄える	さかえる	hưng thịnh, phồn vinh	2	189
条件	じょうけん	điều kiện	2	190
条件付き	じょうけんつき	có điều kiện, kèm điều kiện	2	191
悪条件	あくじょうけん	điều kiện xấu, bất lợi	2	192
杉	すぎ	cây liễu sam	2	193
桜	さくら	cây/ hoa anh đào	2	194
梅	うめ	cây mơ, quả mơ	2	195
梅雨	つゆ	mùa mưa	2	196
梅雨明け	つゆあけ	kết thúc mùa mưa	2	197
枕	まくら	cái gối	2	198
柄	がら	hoa văn, họa tiết, tính cách, vóc dáng	2	199
人柄	ひとがら	tính cách, phẩm chất con người	2	200
棒	ぼう	cái gậy, thanh dài	2	201
人材	じんざい	nhân lực, nhân tài	2	202
材質	ざいしつ	chất liệu, tính chất vật liệu	2	203
素材	そざい	nguyên liệu, vật liệu thô	2	204
食材	しょくざい	nguyên liệu nấu ăn	2	205
分析	ぶんせき	phân tích	2	206
枯れる	かれる	héo, khô héo	2	207
枯らす	からす	làm cho héo, làm khô	2	208
柱	はしら	cột, trụ	2	209
枝	えだ	cành cây	2	210
舞	まい	tấm, miếng	2	211
核心	かくしん	trọng tâm, cốt lõi	2	212
植える	うえる	trồng (cây)	2	213
植わる	うわる	được trồng	2	214
植物	しょくぶつ	thực vật, cây cối	2	215
模様	もよう	mô hình, hoa văn	2	216
橋	はし	cây cầu	2	217
歩道橋	ほどうきょう	cầu vượt cho người đi bộ	2	218
南極	なんきょく	Nam Cực	2	219
消極的	しょうきょくてき	có tính tiêu cực, một cách tiêu cực	2	220
積極的	せっきょくてき	có tính tích cực, một cách tích cực	2	221
幼い	おさない	non nớt, trẻ con	2	222
用紙	ようち	ấu trĩ, chưa trưởng thành	2	223
幻想	げんそう	ảo tưởng	2	224
幻覚	げんかく	ảo giác	2	225
玄関	げんかん	sảnh, lối đi vào	2	226
率直	そっちょく	thẳng thắn, bộc trực	2	227
確率	かくりつ	xác suất	2	228
能率	のうりつ	hiệu quả, năng suất	2	229
合格率	ごうかくりつ	tỷ lệ đỗ	2	230
系統	けいとう	hệ thống, họ (bên nhà nội/ ngoại)	2	231
子孫	しそん	con cháu, hậu duệ	2	232
編む	あむ	đan, bện	2	233
編み物	あみもの	đồ đan	2	234
短編	たんぺん	tác phẩm ngắn (thơ ca, phim ảnh..)	2	235
編集	へんしゅう	biên tập	2	236
綿	わた	bông, sợi bông	2	237
縮れる	ちぢれる	xoắn, xoắn lại	2	238
圧縮	あっしゅく	nén, ép	2	239
恐縮	きょうしゅく	ngại ngùng, xấu hổ (khi làm phiền hoặc nhận được giúp đỡ)	2	240
縮小	しゅくしょう	thu nhỏ, giảm bớt	2	241
短縮	たんしゅく	rút ngắn, thu gọn	2	242
口紅	くちべに	son môi	2	243
紅葉	もみじ	cây phong lá đỏ, lá phong đỏ	2	244
納める	おさめる	nộp, giao, cất giữ	2	245
納得	なっとく	hiểu, chấp nhận	2	246
納期	のうき	thời gian giao hàng	2	247
納税	のうぜい	nộp thuế	2	248
紹介	しょうかい	giới thiệu	2	249
絡まる	からまる	bị rối, bị vướng	2	250
連絡先	れんらくさき	địa chỉ liên lạc	2	251
絶えず	たえず	liên tục, không ngừng	2	252
絶対	ぜったい	tuyệt đối	2	253
絶滅	ぜつめつ	tuyệt chủng	2	254
絶好調	ぜっこうちょう	trạng thái tuyệt vời, phong độ cao	2	255
単純	たんじゅん	đơn giản, dễ hiểu	2	256
純粋	じゅんすい	thuần khiết, trong sáng	2	257
継続	けいぞく	kế tục, kết nối	2	258
酸素	さんそ	oxi	2	259
素質	そしつ	tố chất	2	260
質素	しっそ	đơn giản, giản dị	2	261
要素	ようそ	yếu tố	2	262
素朴	そぼく	mộc mạc, ngây thơ	2	263
素直	すなお	thành thật, ngoan ngoãn	2	264
素人	しろうと	người mới, nghiệp dư	2	265
害	がい	tác hại	2	266
公害	こうがい	ô nhiễm công cộng	2	267
災害	さいがい	thảm họa	2	268
障害	しょうがい	chướng ngại, khuyết tật	2	269
毒	どく	chất độc, tiệt trùng	2	270
消毒	しょうどく	tiệt trùng	2	271
中毒	ちゅうどく	ngộ độc, nghiện	2	272
松	まつ	cây thông	3	273
窓側	まどがわ	bên cửa sổ, phía cửa sổ	3	274
窓際	まどぎわ	sát cửa sổ	3	275
総合	そうごう	tổng hợp	3	276
総売上	そううりあげ	tổng doanh thu	3	277
総選挙	そうせんきょ	tổng tuyển cử	3	278
総動員	そうどういん	huy động mọi người, huy động tất cả thành viên	3	279
意志	いし	ý chí, quyết tâm	3	280
志願	しがん	tình nguyện, đăng ký, khao khát,	3	281
志望	しぼう	nguyện vọng, mong muốn	3	282
恵み	めぐ	phúc lành, ân huệ	3	283
恩恵	おんけい	ân huệ, ơn nghĩa	3	284
知恵	ちえ	trí tuệ, sự thông minh	3	285
優れる	すぐれる	xuất sắc, vượt trội	3	286
優良	ゆうりょ	tốt, ưu tú	3	287
優勝	ゆうしょ	chiến thắng, vô địch	3	288
準優勝	じゅんゆうしょう	giải nhì, á quân	3	289
優先	ゆうせん	ưu tiên	3	290
最優先	さいゆうせん	ưu tiên hàng đầu	3	291
恐ろしい	おそろしい	đáng sợ, khủng khiếp	3	292
恐れる	おそれる	sợ hãi	3	293
恐れ	おそれ	nỗi sợ, sự lo lắng	3	294
恐怖	きょうふ	nỗi sợ hãi, kinh hoàng	3	295
状態	じょうたい	tình trạng, trạng thái	3	296
態度	たいど	thái độ	3	297
密	みつ	dày đặc	3	298
秘密	ひみつ	bí mật	3	299
快晴	かいせい	thời tiết quang đãng, trời đẹp	3	300
快速	かいそく	tốc độ nhanh, nhanh chóng	3	301
快調	かいちょう	trạng thái tốt, tiến triển tốt	3	302
快適	かいてき	thoải mái, dễ chịu	3	303
不快	ふかい	khó chịu, không thoải mái	3	304
不愉快	ふゆかい	khó chịu, không vui	3	305
怪しい	あやしい	đáng ngờ, kỳ lạ	3	306
怪我	けが	vết thương, bị thương	3	307
くやしい	くや	hối hận, tiếc nuối	3	308
後悔	こうかい	hối tiếc, ăn năn	3	309
不潔	ふけつ	bẩn thỉu, không sạch sẽ	3	310
簡潔	かんけつ	ngắn gọn, súc tích	3	311
契約	けいやく	hợp đồng	3	312
仮契約	かりけいやく	hợp đồng tạm thời	3	313
喫茶店	きっさてん	quán cà phê	3	314
喫煙	きつえん	hút thuốc	3	315
召し上がる	めしあがる	Xin mời dùng (kính ngữ của ăn, uống)	3	316
招く	まね	mời, rủ	3	317
招待	しょうたい	mời, lời mời	3	318
照る	てる	chiếu sáng, tỏa sáng	3	319
照らす	てらす	chiếu sáng, soi sáng	3	320
照明	しょうめい	chiếu sáng, ánh sáng	3	321
対照	たいしょう	so sánh, đối chiếu	3	322
参照	さんしょう	tham khảo	3	323
刑事	けいじ	cảnh sát hình sự, thanh tra	3	324
差別	さべつ	sự phân biệt, phân biệt đối	3	325
性別	せいべつ	giới tính	3	326
分別	ぶんべつ	phân biệt, phân loại	3	327
格別	かくべつ	đặc biệt, khác biệt	3	328
別荘	べっそう	biệt thự	3	329
別問題	べつもんだい	vấn đề khác	3	330
職業別	しょくぎょうべつ	phân theo nghề nghiệp	3	331
罰金	ばっきん	tiền phạt	3	332
刺す	さす	đâm, chọc, chích	3	333
刺さる	ささる	đâm, chích	3	334
印刷	いんさつ	sự in ấn	3	335
演劇	えんげき	kịch, diễn kịch	3	336
劇場	げきじょう	nhà hát, rạp hát	3	337
劇場版	げきじょうばん	phiên bản điện ảnh, bản chiếu rạp	3	338
削る	けずる	gọt, bào	3	339
刻む	きざむ	khắc, thái nhỏ	3	340
遅刻	ちこく	muộn, trễ	3	341
時刻表	じこくひょう	lịch trình, bảng giờ	3	342
彫刻	ちょうこく	điêu khắc	3	343
真剣	しんけん	đứng đắn, nghiêm chỉnh, nghiêm túc	3	344
姿	すがた	dáng vẻ, hình dáng	3	345
姿勢	しせい	tư thế; thái độ	3	346
容姿	ようし	dáng vẻ, ngoại hình	3	347
資料	しりょう	tài liệu, tư liệu	3	348
資格	しかく	quyền hạn, trình độ, tư cách, bằng cấp	3	349
資源	しげん	tài nguyên	3	350
資本	しほん	vốn, tiền vốn; tư bản	3	351
盗む	ぬす	trộm cắp	3	352
強盗	ごうとう	cướp, kẻ cướp, vụ cướp	3	353
盗難	とうなん	vụ trộm cắp	3	354
軟らかい	やわらかい	mềm, xốp	3	355
柔軟	じゅうなん	linh hoạt, mềm dẻo	3	356
欧米	おうべい	Âu, Mỹ	3	357
介護	かいご	chăm sóc, điều dưỡng	3	358
魚介類	ぎょかいるい	hải sản	3	359
企業	きぎょう	doanh nghiệp	3	360
大企業	だいきぎょう	doanh nghiệp lớn	3	361
大手企業	おおてきぎょう	doanh nghiệp lớn, công ty lớn	3	362
輪	わ	vòng, bánh xe	3	363
駐輪場	ちゅうりんじょう	bãi đỗ xe đạp	3	364
論ずる	ろんずる	bàn luận, thảo luận	3	365
議論	ぎろん	thảo luận, tranh luận	3	366
世論 / 世論	よろん/せろん	dư luận, ý kiến công chúng	3	367
理論	りろん	lý thuyết, học thuyết, lý luận	3	368
論文	ろんぶん	bài luận, luận văn	3	369
年齢	ねんれい	tuổi tác	3	370
高齢化	こうれいか	già hóa dân số	3	371
要領	ようりょう	ý chính, cốt lõi	3	372
元大統領	もとだいとうりょう	nguyên tổng thống	3	373
領収書	りょうしゅうしょ	biên lai, hóa đơn	3	374
頂く	いただ	nhận	3	375
頂点	ちょうてん	đỉnh, chóp, điểm cao nhất	3	376
額	がく	số tiền, giá trị	3	377
金額	きんがく	số tiền, giá trị tiền tệ	3	378
高額	こうがく	số tiền lớn, giá trị cao	3	379
総額	そうがく	tổng số tiền	3	380
半額	はんがく	một nửa giá	3	381
傾く	かたむく	nghiêng về, có thiên hướng, có khuynh hướng	3	382
頑張る	がんばる	cố gắng, nỗ lực	3	383
頑固	がんこ	bướng bỉnh, cứng đầu	3	384
児童	じどう	trẻ em, thiếu nhi	3	385
幼児	ようじ	trẻ sơ sinh, trẻ nhỏ	3	386
育児	いくじ	nuôi dưỡng trẻ, chăm sóc trẻ	3	387
～匹	ひき	đơn vị đếm cho động vật nhỏ như chó,mèo	3	388
兆	ちょう	nghìn tỷ	3	389
充実	じゅうじつ	đầy đủ, hoàn thiện, viên mãn	3	390
充電	じゅうでん	sạc điện	3	391
銃	じゅう	súng	3	392
統一	とういつ	thống nhất	3	393
政党	せいとう	đảng chính trị	3	394
野党	やとう	đảng đối lập	3	395
与党	よとう	đảng cầm quyền	3	396
鋭い	するどい	sắc, nhọn, sắc bén	3	397
競う	きそう	thi đấu, cạnh tranh	3	398
競技場	きょうぎじょう	sân thi đấu	3	399
競馬	けいば	đua ngựa	3	400
競争心	きょうそうし	tinh thần cạnh tranh	3	401
宇宙	うちゅう	vũ trụ	3	402
宝くじ	たからくじ	vé số, sổ xố	3	403
宝石	ほうせき	đá quý	3	404
宛てる	あてる	gửi, chuyển đến	3	405
宛先	あてさき	địa chỉ người nhận	3	406
宗教	しゅうきょう	tôn giáo	3	407
祭る	まつる	thờ cúng	3	408
壁際	かべぎわ	gần tường	3	409
間際	まぎわ	ngay trước khi, vào phút chót	3	410
帰り際	かえりぎわ	lúc về, khi ra về	3	411
寝際	ねぎわ	lúc chuẩn bị đi ngủ	3	412
別れ際	わかれぎわ	lúc chia tay	3	413
投票	とうひょう	bầu cử, bỏ phiếu	3	414
投票率	とうひょうりつ	tỷ lệ bỏ phiếu	3	415
目標	もくひょう	mục tiêu	3	416
標準	ひょうじゅん	tiêu chuẩn	3	417
旧暦	きゅうれき	Lịch cũ, Âm lịch	4	418
旧正月	きゅうしょうがつ	Tết âm lịch ,( tết việt nam)	4	419
旧制度	きゅうせいど	chế độ cũ ,hệ thống cũ	4	420
初旬	しょじゅん	đầu tháng ( げっしょ)(月初）	4	421
下旬	げじゅん	cuối tháng	4	422
上旬	じょうじゅん	đầu tháng (10 ngày đầu tháng)	4	423
中旬	ちゅうじゅん	giữa tháng	4	424
昇る	のぼる	lên, tăng lên	4	425
上昇	じょうしょう	tăng lên vọt lên	4	426
急上昇	きゅうじょうしょう	tăng vọt, tăng nhanh	4	427
更ける	ふける	trở lên muộn, đêm khuya	4	428
更新	こうしん	cập nhật,đổi mới	4	429
変更	へんこう	thay đổi	4	430
凍る	こおる	đông cứng, đóng băng	4	431
凍える	こごえる	lạnh cóng, đông lạnh	4	432
冷凍	れいとう	làm lạnh, làm đông lạnh	4	433
乾く	かわく	khô, ráo	4	434
乾かす	かわかす	làm khô, phơi khô	4	435
乾燥	かんそう	sự khô ráo, sự làm khô	4	436
乾杯	かんぱい	cụng ly, chúc mừng	4	437
署名	しょめい	chữ ký	4	438
部署	ぶしょ	phòng ban, bộ phận	4	439
消防署	しょうぼうしょ	trạm cứu hoả	4	440
著しい	いちじるしい	nổi bật, rõ ràng	4	441
著者	ちょしゃ	tác giả	4	442
著書	ちょしゃ	sách, tác phẩm	4	443
内緒	ないしょ	bí mật, riêng tư	4	444
顕微鏡	けんびきょう	kính hiểm vi	4	445
境	さかい	ranh giới; giới hạn; biên giới	4	446
境界	きょうかい	biên giới, ranh giới tổ quốc, biên cương	4	447
国境	こっきょう	biên giới quốc gia	4	448
境目	さかいめ	ranh giới, điểm phân chia	4	449
心境	しんきょう	tâm trạng, cảm xúc	4	450
記憶	きおく	ký ức, trí nhớ	4	451
一億	いちおく	một trăm triệu yên	4	452
文章	ぶんしょう	bài văn, đoạn văn	4	453
組織	そしき	tổ chức	4	454
響く	ひびく	vang vọng, ảnh hưởng	4	455
影響	えいきょう	ảnh hưởng	4	456
悪影響	あくえいきょう	ảnh hưởng xấu	4	457
景色	けしき	cảnh vật, phong cảnh	4	458
情景	じょうけい	cảnh tượng, quang cảnh	4	459
景気	けいき	tình hình kinh tế	4	460
背景	はいけい	bối cảnh, nền tảng	4	461
影	かげ	bóng, bóng dáng	4	462
撮影	さつえい	quay phim, chụp ảnh	4	463
涼し	すずしい	mát mẻ	4	464
就く	つく	bắt đầu, đảm nhiệm, làm công việc	4	465
就任	しゅうにん	nhận chức,lên chức	4	466
就職率	しゅうしょくりつ	tỷ lệ có viẹc làm	4	467
寮	りょう	ký túc xá	4	468
医療	いりょう	y tế	4	469
治療	ちりょう	chữa trị,điều trị	4	470
同僚	どうりょう	đồng nghiệp	4	471
巣	す	tổ, ổ	4	472
お菓子	おかし	kẹo bánh ngọt	4	473
洋菓子	ようがし	bánh kẹo Phương Tây	4	474
和菓子	わがし	bánh kẹo truyền thống Nhật Bản	4	475
課す	かす	giao, áp đặt	4	476
課題	かだい	bài tập về nhà, chủ đề, đề tài, vấn đề, nhiệm vụ	4	477
専門	せんもん	chuyên môn	4	478
専用	せんよう	dành riêng, chuyên dụng	4	479
専攻	せんこう	chuyên ngành	4	480
専属	せんぞく	thuộc về, chuyên trách	4	481
博士	はかせ	tiến sĩ ,học giả	4	482
博士	はくし	tiến sĩ, học giả(cách đọc khi đi cùng hoặc liên quan đến học vị)	4	483
博物館	はくぶつかん	bảo tàng	4	484
薄い	うすい	mỏng nhạt	4	485
薄暗い	うすぐらい	mờ, u ám , âm u	4	486
薄い明るい	うすあかるい	lờ mờ sáng	4	487
薄れる	うすれる	làm loãng, làm nhạt	4	488
薄める	うすめる	nhạt đi, phai nhạt	4	489
薄っぺら	うすっぺら	mỏng manh, hời hợt	4	490
薄味	うすあじ	vị nhạt	4	491
憎い	にくい	đáng ghét, căm ghét	4	492
憎らしい	にくらしい	đáng ghét, làm người ta căm phẫn	4	493
憎む	にくむ	căm thù, ghét bỏ	4	494
贈る	おくる	tặng quà	4	495
一層	いっそう	hơn nữa,càng thêm	4	496
高層	こうそう	cao tầng	4	497
高層マンション	こうそうまんしょん	chung cư cao tầng	4	498
差異	さい	khác biệt,sự khác nhau	4	499
異常	いじょう	bất thường,bất ổn	4	500
異国	いこく	nưới ngoài,quốc gia khác	4	501
異色	いしょく	khác biệt,độc đáo	4	502
異文化	いぶんか	văn hoá khác biệt	4	503
異分野	いぶんや	lĩnh vực khác biệt	4	504
畳む	たたむ	gấp,xếp lại	4	505
畳	たたみ	chiếu tatami ( một loại chiếu truyền thống của Nhật Bản)	4	506
折り畳み傘	おりたたみがさ	ô gấp ,ô du lịch	4	507
〜畳	〜じょう	đơn vị đo diện tích,dùng cho các gian phòng kiểu Nhật	4	508
鼻水	はなみず	nước mũi	4	509
略す	りゃくす	rút gọpn ,tóm gọn	4	510
省略	しょうりゃく	lược bỏ,rút gọn	4	511
簡略	かんりゃく	đơn giản hoá,giản lược	4	512
戦略	せんりゃく	chiến lược	4	513
家畜	かちく	gia súc	4	514
雷	かみなり	sấm sét	4	515
児童	じどう	trẻ em,thiếu nhi	4	516
童話	どうわ	chuyện cổ tích, đồng thoại	4	517
埋まる	うまる	bị chôn, lấp đầy	4	518
埋める	うめる	chôn, lấp đầy	4	519
福	ふく	phúc, may mắn	4	520
幅	はば	chiều rộng, bề rộng	4	521
大幅	おおはば	rộng lớn, đáng kể	4	522
副詞	ふくし	trạng từ	4	523
副作用	ふくさよう	tác dụng phụ	4	524
副社長	ふくしゃちょう	phó giám đốc	4	525
副大臣	ふくだいじん	phó bộ trưởng, thứ trưởng	4	526
咲く	さく	nở hoa	4	527
叫ぶ	さけぶ	kêu la, la hét	4	528
吐く	はく	nôn, ói	4	529
吐き気	はきけ	cảm giác buồn nôn	4	530
占い	うらない	bói toán,dự đoán	4	531
占う	うらなう	bói, dự đoán	4	532
占める	しめる	chiếm, nắm giữ	4	533
独占	どくせん	độc chiếm, độc quyền	4	534
含める	ふくめる	bao gồm	4	535
環境	かんきょう	môi trường hoàn cảnh	4	536
指摘	してき	chỉ ra chỉ trích	4	537
滴る	したたる	rơi nhỏ hạt, rỏ xuống	4	538
点滴	てんてき	truyền dịch, nhỏ giọt	4	539
敵	てき	kẻ thù, đối thủ	4	540
素敵	すてき	đáng yêu, tuyệt vời, đẹp	4	541
硬い	かたい	cứng rắn	4	542
砂	すな	cát	4	543
砂漠	さばく	sa mạc	4	544
周り	まわり	xung quanh,vây quanh	4	545
周囲	しゅうい	vùng xung quanh, phạm vi, chu vi	4	546
周辺	しゅうへん	khu vực xung quanh,vùng lân cận	4	547
